#
# icon/channel logos for shepherd's logo logic
#

#
# THEME : theme name : theme description : preview (user) URL
#

THEME	standard	Standard Free-to-air logos	http://svn.whuffy.com/index.fcgi/wiki/channel_icons
ICON    Prime  	frogman_blue	http://ash.ms/projects/channels/download/icons-frogman-blue/png/prime.png
ICON    Prime  	frogman_green	http://ash.ms/projects/channels/download/icons-frogman-green/png/prime.png
ICON    Prime  	frogman_hybrid	http://ash.ms/projects/channels/download/icons-frogman-hybrid/png/prime.png
ICON    Prime  	t8_blue		http://ash.ms/projects/channels/download/icons-t8-blue/png/prime.png
ICON    Prime  	t8_hybrid	http://ash.ms/projects/channels/download/icons-t8-hybrid/png/prime.png
ICON	Prime	yourtv		http://contentserver.com.au/assets/270221_prime.gif
ICON    Prime7   schmittyd-standard    https://raw.githubusercontent.com/schmittyd/tv-logos/master/Australia/standard/fta/Prime7.png

ICON	Prime HD	wikipedia	http://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/PrimeTelevision2001.svg/200px-PrimeTelevision2001.svg.png
ICON	Prime HD	frogman_plain	http://barstool.ash.ms/tv-channel-icons/icons-plain-plain/png/prime-hd.png
ICON    Prime HD  	frogman_blue    http://ash.ms/projects/channels/download/icons-frogman-blue/png/prime-hd.png
ICON    Prime HD  	frogman_green   http://ash.ms/projects/channels/download/icons-frogman-green/png/prime-hd.png
ICON    Prime HD  	frogman_hybrid  http://ash.ms/projects/channels/download/icons-frogman-hybrid/png/prime-hd.png
ICON    Prime HD  	t8_blue         http://ash.ms/projects/channels/download/icons-t8-blue/png/prime-hd.png
